Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","70","Polynésie française","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","19806.96524","Fc","Donnée calculée",""
"MK","Indicateurs macro","177","Porto Rico","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","28450.688769","Fc","Donnée calculée",""
"MK","Indicateurs macro","174","Portugal","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","18881.948154","Fc","Donnée calculée",""
"MK","Indicateurs macro","179","Qatar","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","63505.881337","Fc","Donnée calculée",""
"MK","Indicateurs macro","212","République arabe syrienne","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","831.060401","Fc","Donnée calculée",""
"MK","Indicateurs macro","37","République centrafricaine","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","427.714079","Fc","Donnée calculée",""
"MK","Indicateurs macro","117","République de Corée","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","30025.195737","Fc","Donnée calculée",""
"MK","Indicateurs macro","146","République de Moldova","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","2006.431187","Fc","Donnée calculée",""
"MK","Indicateurs macro","250","République démocratique du Congo","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","462.779534","Fc","Donnée calculée",""
"MK","Indicateurs macro","120","République démocratique populaire lao","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","2457.379901","Fc","Donnée calculée",""
"MK","Indicateurs macro","56","République dominicaine","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","7052.265681","Fc","Donnée calculée",""
"MK","Indicateurs macro","116","République populaire démocratique de Corée","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","684.600808","Fc","Donnée calculée",""
"MK","Indicateurs macro","215","République-Unie de Tanzanie","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","933.195108","Fc","Donnée calculée",""
"MK","Indicateurs macro","183","Roumanie","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","10762.763558","Fc","Donnée calculée",""
"MK","Indicateurs macro","229","Royaume-Uni","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","39757.706166","Fc","Donnée calculée",""
"MK","Indicateurs macro","184","Rwanda","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","748.350053","Fc","Donnée calculée",""
"MK","Indicateurs macro","189","Sainte-Lucie","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","9606.965557","Fc","Donnée calculée",""
"MK","Indicateurs macro","188","Saint-Kitts-et-Nevis","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","16817.950278","Fc","Donnée calculée",""
"MK","Indicateurs macro","192","Saint-Marin","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","50587.629994","Fc","Donnée calculée",""
