,groupe,F1,F2,F3,F4
0,Africains,-1.8474799280855576,-0.01524808188807321,-0.15263917517104406,0.0362573927413531
1,Autres,0.03771102964610487,-0.5833803743243892,0.4654903175107549,-0.06862156323367236
2,Européens,2.1462020724635678,0.32876751499299484,0.10011587539529103,0.046940546021821475
3,Méditerranéens,-0.2797971955342037,1.287070599650166,-0.07556277763799045,-0.03866617346897021
4,Pays de l'est,1.1863235896640794,-0.558698220988058,-0.26352565571467795,-0.04142909030587709
