Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Nouveaux Bilans Alimentaire","128","Chine - RAS de Macao","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","33.38","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","128","Chine - RAS de Macao","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","1009","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","128","Chine - RAS de Macao","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","67.08","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","41","Chine, continentale","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2473","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","41","Chine, continentale","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","61.34","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","41","Chine, continentale","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","724","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","41","Chine, continentale","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","40.08","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2324","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","43.28","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","652","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","42.46","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","1943","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","34.63","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","673","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","45.65","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","44","Colombie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2546","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","44","Colombie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","35.18","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","44","Colombie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","548","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","44","Colombie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","37.18","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","46","Congo","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2079","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","46","Congo","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","29.23","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","46","Congo","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","230","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","46","Congo","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","26.67","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","48","Costa Rica","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2331","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","48","Costa Rica","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","35.58","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","48","Costa Rica","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","684","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","48","Costa Rica","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","45.58","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","107","Côte d'Ivoire","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2612","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","107","Côte d'Ivoire","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","45.47","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","107","Côte d'Ivoire","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","118","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","107","Côte d'Ivoire","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","13.71","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","98","Croatie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2178","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","98","Croatie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","36.56","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","98","Croatie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","906","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","98","Croatie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","53.79","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","49","Cuba","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2891","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","49","Cuba","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","55.86","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","49","Cuba","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","519","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","49","Cuba","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","32.58","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","54","Danemark","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2183","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","54","Danemark","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","39.81","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","54","Danemark","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","1201","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","54","Danemark","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","73.23","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","72","Djibouti","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2481","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","72","Djibouti","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","53.86","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","72","Djibouti","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","199","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","72","Djibouti","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","12.83","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","55","Dominique","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2300","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","55","Dominique","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","35.9","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","55","Dominique","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","644","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","55","Dominique","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","43.03","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","59","Égypte","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","3042","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","59","Égypte","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","72.25","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","59","Égypte","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","279","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","59","Égypte","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","24.08","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","60","El Salvador","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2235","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","60","El Salvador","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","48.86","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","60","El Salvador","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","425","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","60","El Salvador","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","25.95","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","225","Émirats arabes unis","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2770","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","225","Émirats arabes unis","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","63.51","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","225","Émirats arabes unis","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","596","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","225","Émirats arabes unis","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","43.83","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","58","Équateur","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2082","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","58","Équateur","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","35.84","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","58","Équateur","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","504","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","58","Équateur","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","29.94","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","203","Espagne","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2408","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","203","Espagne","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","40.57","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","203","Espagne","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","862","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","203","Espagne","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","66.53","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","63","Estonie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2250","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","63","Estonie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","46.01","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","63","Estonie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","995","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","63","Estonie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","61.49","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","209","Eswatini","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2136","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","209","Eswatini","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","43.21","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","209","Eswatini","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","269","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","209","Eswatini","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","18.11","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","231","États-Unis d'Amérique","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2740","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","231","États-Unis d'Amérique","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","39.86","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","231","États-Unis d'Amérique","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","1026","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","231","États-Unis d'Amérique","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","73.87","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","238","Éthiopie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2210","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","238","Éthiopie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","59.8","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","238","Éthiopie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","93","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","238","Éthiopie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","5.85","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","185","Fédération de Russie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2503","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","185","Fédération de Russie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","46.06","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","185","Fédération de Russie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","858","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","185","Fédération de Russie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","55.8","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","66","Fidji","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2438","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","66","Fidji","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","42.72","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","66","Fidji","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","498","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","66","Fidji","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","31.21","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","67","Finlande","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2054","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","67","Finlande","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","44.24","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","67","Finlande","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","1283","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","67","Finlande","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","73.54","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","68","France","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2349","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","68","France","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","42.41","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","68","France","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","1209","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","68","France","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","69.68","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","74","Gabon","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2263","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","74","Gabon","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","40.89","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","74","Gabon","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","380","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","74","Gabon","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","38.78","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","75","Gambie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2351","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","75","Gambie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","47.21","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","75","Gambie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","190","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","75","Gambie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","16.59","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","73","Géorgie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2365","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","73","Géorgie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","48.56","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","73","Géorgie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","506","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","73","Géorgie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","28.35","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","81","Ghana","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2904","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","81","Ghana","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","47.61","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","81","Ghana","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","129","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","81","Ghana","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","15.35","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","84","Grèce","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2585","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","84","Grèce","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","48.44","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","84","Grèce","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","770","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","84","Grèce","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","56.77","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","86","Grenade","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","1814","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","86","Grenade","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","27.77","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","86","Grenade","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","589","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","86","Grenade","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","42.81","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","89","Guatemala","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2266","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","89","Guatemala","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","48.35","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","89","Guatemala","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","283","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","89","Guatemala","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","21.53","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","90","Guinée","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2660","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","90","Guinée","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","50.43","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","90","Guinée","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","135","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","90","Guinée","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","11.41","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","175","Guinée-Bissau","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2079","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","175","Guinée-Bissau","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","34.82","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","175","Guinée-Bissau","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","174","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","175","Guinée-Bissau","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","9.33","Fc","Donnée calculée"
